source	target	source.symbol	target.symbol	MI	pearson	spearman	slope	p-value
AATF	ABCB1	AATF	ABCB1	0.0519	-0.0128	-0.0128	-0.0037	0.5694
AATF	ABHD16A	AATF	ABHD16A	0.0489	0.0213	0.0236	0.0065	0.3439
AATF	AC006129.2	AATF	AC006129.2	0.0406	0.0222	0.0221	0.0178	0.3233
AATF	ADSL	AATF	ADSL	0.0445	0.0505	0.0519	0.0670	0.0245
AATF	ANKAR	AATF	ANKAR	0.0329	-0.0160	-0.0161	-0.0058	0.4749
AATF	ANP32A	AATF	ANP32A	0.0344	0.0111	0.0112	0.0167	0.6205
AATF	AP1S2	AATF	AP1S2	0.0459	0.0285	0.0280	0.0327	0.2038
AATF	APC	AATF	APC	0.0453	-0.0084	-0.0084	-0.0015	0.7100
AATF	APOBEC3C	AATF	APOBEC3C	0.0437	-0.0084	-0.0068	-0.0049	0.7097
AATF	ARFGAP3	AATF	ARFGAP3	0.0403	-0.0342	-0.0343	-0.0258	0.1279
AATF	BCKDK	AATF	BCKDK	0.0445	0.0141	0.0173	0.0101	0.5290
AATF	C14orf2	AATF	C14orf2	0.0478	0.0944	0.0949	0.1615	0.0000
AATF	CAND1	AATF	CAND1	0.0400	-0.0258	-0.0256	-0.0305	0.2500
AATF	CD9	AATF	CD9	0.0433	0.0375	0.0384	0.0205	0.0948
AATF	CEBPB	AATF	CEBPB	0.0514	0.0227	0.0241	0.0312	0.3130
AATF	CEP250	AATF	CEP250	0.0536	0.0570	0.0605	0.0247	0.0111
AATF	CHD7	AATF	CHD7	0.0391	0.0134	0.0140	0.0050	0.5512
AATF	CIRH1A	AATF	CIRH1A	0.0624	0.0245	0.0228	0.0162	0.2754
AATF	COMT	AATF	COMT	0.0587	-0.0107	-0.0116	-0.0122	0.6332
AATF	CPSF3	AATF	CPSF3	0.0465	0.0161	0.0158	0.0091	0.4745
AATF	CSTF1	AATF	CSTF1	0.0454	-0.0028	-0.0048	-0.0016	0.8993
AATF	CTB-58E17.1	AATF	CTB-58E17.1	0.0503	0.0255	0.0307	0.0113	0.2560
AATF	CTSD	AATF	CTSD	0.0471	-0.0144	-0.0149	-0.0211	0.5211
AATF	CWC25	AATF	CWC25	0.0418	-0.0192	-0.0197	-0.0149	0.3938
AATF	CYTIP	AATF	CYTIP	0.0491	0.0236	0.0246	0.0409	0.2924
AATF	DAP	AATF	DAP	0.0386	-0.0189	-0.0186	-0.0141	0.4007
AATF	DAZAP1	AATF	DAZAP1	0.0416	0.0161	0.0177	0.0168	0.4734
AATF	DCTN2	AATF	DCTN2	0.0394	0.0386	0.0398	0.0528	0.0858
AATF	DCUN1D1	AATF	DCUN1D1	0.0444	-0.0168	-0.0168	-0.0062	0.4555
AATF	DHX58	AATF	DHX58	0.0479	0.0121	0.0106	0.0051	0.5906
AATF	DOK2	AATF	DOK2	0.0401	0.0307	0.0307	0.0289	0.1717
AATF	DOPEY2	AATF	DOPEY2	0.0462	-0.0108	-0.0108	-0.0026	0.6306
AATF	DTWD1	AATF	DTWD1	0.0447	-0.0312	-0.0313	-0.0216	0.1647
AATF	DTX2	AATF	DTX2	0.0445	0.0430	0.0415	0.0174	0.0553
AATF	EFTUD2	AATF	EFTUD2	0.0566	0.0002	0.0037	0.0001	0.9938
AATF	EIF3D	AATF	EIF3D	0.0443	-0.0090	-0.0098	-0.0202	0.6887
AATF	EIF5	AATF	EIF5	0.0444	-0.0056	-0.0044	-0.0076	0.8021
AATF	ENOSF1	AATF	ENOSF1	0.0414	0.0139	0.0165	0.0078	0.5355
AATF	FAM120C	AATF	FAM120C	0.0563	-0.0200	-0.0200	-0.0091	0.3737
AATF	FAM127B	AATF	FAM127B	0.0394	-0.0164	-0.0159	-0.0116	0.4655
AATF	FBXL3	AATF	FBXL3	0.0419	-0.0188	-0.0188	-0.0079	0.4038
AATF	FBXW11	AATF	FBXW11	0.0420	0.0116	0.0136	0.0043	0.6051
AATF	FERMT3	AATF	FERMT3	0.0444	0.1200	0.1173	0.1558	0.0000
AATF	FHIT	AATF	FHIT	0.0565	-0.0164	-0.0159	-0.0174	0.4651
AATF	FKBP15	AATF	FKBP15	0.0516	0.0114	0.0076	0.0052	0.6108
AATF	GALNT6	AATF	GALNT6	0.0484	-0.0068	-0.0068	-0.0011	0.7609
AATF	GANC	AATF	GANC	0.0431	0.0521	0.0562	0.0170	0.0203
AATF	GATA3	AATF	GATA3	0.0441	-0.0103	-0.0107	-0.0102	0.6458
AATF	HDAC8	AATF	HDAC8	0.0508	-0.0194	-0.0194	-0.0085	0.3881
AATF	HPSE	AATF	HPSE	0.0460	-0.0048	-0.0048	-0.0005	0.8297
AATF	IFI16	AATF	IFI16	0.0403	0.0541	0.0556	0.0462	0.0160
AATF	ITM2A	AATF	ITM2A	0.0414	0.0093	0.0090	0.0121	0.6796
AATF	KAT5	AATF	KAT5	0.0409	-0.0124	-0.0116	-0.0125	0.5818
AATF	KCMF1	AATF	KCMF1	0.0473	-0.0248	-0.0248	-0.0134	0.2701
AATF	KMT2A	AATF	KMT2A	0.0555	-0.0312	-0.0313	-0.0217	0.1647
AATF	KTI12	AATF	KTI12	0.0420	-0.0126	-0.0124	-0.0108	0.5761
AATF	LNPEP	AATF	LNPEP	0.0521	0.0014	0.0014	0.0010	0.9499
AATF	LRRC40	AATF	LRRC40	0.0420	-0.0212	-0.0212	-0.0099	0.3464
AATF	MAGEE1	AATF	MAGEE1	0.0425	0.0154	0.0150	0.0058	0.4937
AATF	MED14-AS1	AATF	MED14-AS1	0.0478	0.0307	0.0361	0.0077	0.1723
AATF	MFSD12	AATF	MFSD12	0.0471	-0.0217	-0.0217	-0.0106	0.3342
AATF	MROH6	AATF	MROH6	0.0473	-0.0128	-0.0128	-0.0037	0.5692
AATF	MRPL52	AATF	MRPL52	0.0437	0.0182	0.0184	0.0302	0.4182
AATF	MRPL54	AATF	MRPL54	0.0524	0.0189	0.0187	0.0325	0.3993
AATF	NDUFA6	AATF	NDUFA6	0.0390	-0.0129	-0.0133	-0.0204	0.5665
AATF	NDUFAF6	AATF	NDUFAF6	0.0425	0.0302	0.0326	0.0180	0.1785
AATF	NDUFB11	AATF	NDUFB11	0.0532	-0.0114	-0.0169	-0.0282	0.6104
AATF	NDUFC2	AATF	NDUFC2	0.0366	-0.0099	-0.0106	-0.0190	0.6599
AATF	NFU1	AATF	NFU1	0.0490	0.0054	0.0063	0.0057	0.8090
AATF	NIFK	AATF	NIFK	0.0447	-0.0182	-0.0178	-0.0238	0.4167
AATF	NOL10	AATF	NOL10	0.0475	-0.0243	-0.0243	-0.0133	0.2798
AATF	NOTCH2NL	AATF	NOTCH2NL	0.0557	-0.0320	-0.0321	-0.0224	0.1544
AATF	PACSIN2	AATF	PACSIN2	0.0384	-0.0101	-0.0101	-0.0063	0.6521
AATF	PDP1	AATF	PDP1	0.0414	-0.0168	-0.0168	-0.0063	0.4557
AATF	PEX19	AATF	PEX19	0.0373	0.0287	0.0302	0.0210	0.2020
AATF	PKN1	AATF	PKN1	0.0410	-0.0082	-0.0090	-0.0094	0.7137
AATF	PLIN3	AATF	PLIN3	0.0423	0.0008	-0.0038	0.0004	0.9726
AATF	PPARD	AATF	PPARD	0.0380	0.0075	0.0060	0.0034	0.7401
AATF	PPP2R3C	AATF	PPP2R3C	0.0406	0.0455	0.0496	0.0405	0.0425
AATF	PWP1	AATF	PWP1	0.0500	-0.0117	-0.0123	-0.0104	0.6027
AATF	PXMP2	AATF	PXMP2	0.0410	-0.0120	-0.0093	-0.0072	0.5942
AATF	RAB3GAP1	AATF	RAB3GAP1	0.0440	-0.0156	-0.0133	-0.0102	0.4864
AATF	RABL2B	AATF	RABL2B	0.0434	0.0291	0.0272	0.0186	0.1948
AATF	RASGRP2	AATF	RASGRP2	0.0452	0.0144	0.0119	0.0279	0.5226
AATF	RENBP	AATF	RENBP	0.0413	0.0112	0.0104	0.0068	0.6189
AATF	RMND1	AATF	RMND1	0.0599	-0.0212	-0.0212	-0.0101	0.3464
AATF	RP11-611L7.1	AATF	RP11-611L7.1	0.0427	-0.0161	-0.0161	-0.0057	0.4746
AATF	RP11-796E2.4	AATF	RP11-796E2.4	0.0543	-0.0211	-0.0207	-0.0316	0.3477
AATF	RP11-849H4.2	AATF	RP11-849H4.2	0.0434	-0.0137	-0.0137	-0.0042	0.5429
AATF	RPIA	AATF	RPIA	0.0480	0.0135	0.0153	0.0176	0.5493
AATF	RPS16	AATF	RPS16	0.0485	0.0143	0.0044	0.0049	0.5257
AATF	SEPN1	AATF	SEPN1	0.0432	-0.0128	-0.0128	-0.0037	0.5690
AATF	SERPINB9	AATF	SERPINB9	0.0445	-0.0051	-0.0051	-0.0029	0.8216
AATF	SIKE1	AATF	SIKE1	0.0502	0.0166	0.0190	0.0134	0.4602
AATF	SLC35A1	AATF	SLC35A1	0.0431	-0.0063	-0.0044	-0.0034	0.7793
AATF	SMARCC2	AATF	SMARCC2	0.0433	-0.0284	-0.0284	-0.0179	0.2062
AATF	SNW1	AATF	SNW1	0.0425	-0.0072	-0.0077	-0.0079	0.7473
AATF	SYNE2	AATF	SYNE2	0.0476	-0.0025	-0.0033	-0.0014	0.9121
AATF	SYS1	AATF	SYS1	0.0394	-0.0347	-0.0348	-0.0350	0.1223
AATF	TASP1	AATF	TASP1	0.0429	0.0338	0.0322	0.0156	0.1327
AATF	TBC1D25	AATF	TBC1D25	0.0513	-0.0006	-0.0002	-0.0003	0.9785
AATF	TECR	AATF	TECR	0.0502	-0.0422	-0.0438	-0.0852	0.0602
AATF	TEFM	AATF	TEFM	0.0399	0.0634	0.0618	0.0346	0.0047
AATF	TMEM121	AATF	TMEM121	0.0432	-0.0088	-0.0098	-0.0055	0.6963
AATF	TMEM156	AATF	TMEM156	0.0480	-0.0188	-0.0188	-0.0078	0.4037
AATF	TMEM186	AATF	TMEM186	0.0451	0.0591	0.0550	0.0292	0.0085
AATF	TMEM254	AATF	TMEM254	0.0378	0.0038	0.0032	0.0018	0.8659
AATF	TRIM8	AATF	TRIM8	0.0479	-0.0136	-0.0119	-0.0088	0.5455
AATF	TSPYL2	AATF	TSPYL2	0.0475	0.0009	0.0035	0.0007	0.9679
AATF	TUBD1	AATF	TUBD1	0.0468	0.0046	0.0049	0.0021	0.8376
AATF	TXN	AATF	TXN	0.0542	0.0560	0.0568	0.0693	0.0126
AATF	TYROBP	AATF	TYROBP	0.0398	-0.0048	-0.0048	-0.0007	0.8297
AATF	UBXN11	AATF	UBXN11	0.0470	-0.0359	-0.0360	-0.0282	0.1094
AATF	UTP14A	AATF	UTP14A	0.0462	0.0117	0.0107	0.0072	0.6033
AATF	VEGFB	AATF	VEGFB	0.0408	-0.0188	-0.0188	-0.0079	0.4036
AATF	VTI1A	AATF	VTI1A	0.0504	0.0049	0.0050	0.0023	0.8257
AATF	XPA	AATF	XPA	0.0396	-0.0106	-0.0075	-0.0124	0.6369
AATF	ZNF181	AATF	ZNF181	0.0439	-0.0228	-0.0228	-0.0115	0.3108
ADNP	ABCD1	ADNP	ABCD1	0.0371	-0.0035	-0.0035	-0.0020	0.8762
ADNP	ABHD8	ADNP	ABHD8	0.0419	-0.0079	-0.0079	-0.0102	0.7265
ADNP	ACTR3B	ADNP	ACTR3B	0.0443	-0.0074	-0.0075	-0.0090	0.7402
ADNP	ADAP1	ADNP	ADAP1	0.0409	-0.0039	-0.0039	-0.0026	0.8616
ADNP	AKTIP	ADNP	AKTIP	0.0436	-0.0197	-0.0197	-0.0608	0.3814
ADNP	ALG3	ADNP	ALG3	0.0634	-0.0182	-0.0182	-0.0522	0.4174
ADNP	ALG8	ADNP	ALG8	0.0411	-0.0091	-0.0092	-0.0135	0.6839
ADNP	ANKHD1	ADNP	ANKHD1	0.0431	-0.0070	-0.0070	-0.0081	0.7547
ADNP	ARHGAP1	ADNP	ARHGAP1	0.0463	0.0319	0.0365	0.0555	0.1561
ADNP	ASAH1	ADNP	ASAH1	0.0475	0.0108	0.0096	0.0327	0.6303
ADNP	ATOX1	ADNP	ATOX1	0.0532	-0.0164	-0.0164	-0.0426	0.4661
ADNP	BLOC1S2	ADNP	BLOC1S2	0.0548	0.0085	0.0082	0.0260	0.7038
ADNP	C11orf49	ADNP	C11orf49	0.0466	0.0442	0.0445	0.0684	0.0492
ADNP	C5orf28	ADNP	C5orf28	0.0453	-0.0088	-0.0088	-0.0128	0.6954
ADNP	C5orf45	ADNP	C5orf45	0.0410	-0.0119	-0.0119	-0.0229	0.5977
ADNP	CBX5	ADNP	CBX5	0.0392	-0.0114	-0.0115	-0.0216	0.6104
ADNP	CDCA4	ADNP	CDCA4	0.0470	-0.0086	-0.0086	-0.0122	0.7013
ADNP	CDK10	ADNP	CDK10	0.0410	0.0143	0.0175	0.0357	0.5236
ADNP	CDKN1B	ADNP	CDKN1B	0.0444	0.0123	0.0142	0.0335	0.5834
ADNP	CEBPG	ADNP	CEBPG	0.0401	0.0410	0.0422	0.0658	0.0681
ADNP	CHCHD3	ADNP	CHCHD3	0.0416	0.0152	0.0152	0.0396	0.4992
ADNP	CHD6	ADNP	CHD6	0.0467	-0.0119	-0.0119	-0.0231	0.5973
ADNP	CLCN3	ADNP	CLCN3	0.0433	-0.0070	-0.0070	-0.0081	0.7546
ADNP	CSTF3	ADNP	CSTF3	0.0414	0.0159	0.0163	0.0410	0.4803
ADNP	DDX20	ADNP	DDX20	0.0481	-0.0053	-0.0053	-0.0046	0.8150
ADNP	DICER1	ADNP	DICER1	0.0407	-0.0068	-0.0068	-0.0077	0.7623
ADNP	DNM1L	ADNP	DNM1L	0.0475	-0.0066	-0.0066	-0.0070	0.7701
ADNP	DOCK10	ADNP	DOCK10	0.0399	-0.0095	-0.0095	-0.0148	0.6729
ADNP	DPH5	ADNP	DPH5	0.0473	0.0119	0.0120	0.0335	0.5964
ADNP	DYNC1H1	ADNP	DYNC1H1	0.0441	-0.0119	-0.0119	-0.0229	0.5974
ADNP	EGLN1	ADNP	EGLN1	0.0490	0.0343	0.0407	0.0555	0.1268
ADNP	EIF2AK1	ADNP	EIF2AK1	0.0418	-0.0163	-0.0163	-0.0421	0.4690
ADNP	EXOC4	ADNP	EXOC4	0.0447	0.0449	0.0429	0.0722	0.0455
ADNP	FBXO22	ADNP	FBXO22	0.0415	-0.0072	-0.0073	-0.0088	0.7475
ADNP	FXYD7	ADNP	FXYD7	0.0522	-0.0113	-0.0113	-0.0209	0.6146
ADNP	GDPD5	ADNP	GDPD5	0.0444	-0.0035	-0.0035	-0.0021	0.8763
ADNP	GEMIN4	ADNP	GEMIN4	0.0441	-0.0086	-0.0086	-0.0123	0.7017
ADNP	HDGFRP2	ADNP	HDGFRP2	0.0516	-0.0084	-0.0084	-0.0120	0.7072
ADNP	HELZ2	ADNP	HELZ2	0.0503	-0.0068	-0.0068	-0.0076	0.7621
ADNP	HLA-DQA2	ADNP	HLA-DQA2	0.0420	-0.0018	-0.0018	-0.0005	0.9379
ADNP	HMGN2	ADNP	HMGN2	0.0437	-0.0125	-0.0125	-0.0255	0.5772
ADNP	HOPX	ADNP	HOPX	0.0429	-0.0046	-0.0046	-0.0037	0.8369
ADNP	KPNA2	ADNP	KPNA2	0.0373	-0.0055	-0.0056	-0.0050	0.8052
ADNP	LENG8	ADNP	LENG8	0.0462	-0.0142	-0.0142	-0.0326	0.5270
ADNP	LOXL1-AS1	ADNP	LOXL1-AS1	0.0490	0.0540	0.0513	0.0770	0.0161
ADNP	MAPKAP1	ADNP	MAPKAP1	0.0378	-0.0114	-0.0115	-0.0214	0.6103
ADNP	MARS	ADNP	MARS	0.0570	-0.0103	-0.0103	-0.0172	0.6474
ADNP	MICU2	ADNP	MICU2	0.0483	0.0163	0.0166	0.0416	0.4667
ADNP	MITD1	ADNP	MITD1	0.0457	0.0338	0.0345	0.1043	0.1327
ADNP	MLLT6	ADNP	MLLT6	0.0510	-0.0166	-0.0166	-0.0441	0.4607
ADNP	MPRIP	ADNP	MPRIP	0.0451	-0.0131	-0.0132	-0.0280	0.5586
ADNP	MRPS33	ADNP	MRPS33	0.0420	-0.0230	-0.0230	-0.0810	0.3065
ADNP	MTA2	ADNP	MTA2	0.0450	-0.0043	-0.0043	-0.0030	0.8485
ADNP	MUM1	ADNP	MUM1	0.0440	-0.0101	-0.0101	-0.0169	0.6520
ADNP	NCOA1	ADNP	NCOA1	0.0518	-0.0070	-0.0070	-0.0082	0.7545
ADNP	NDUFB7	ADNP	NDUFB7	0.0444	0.0624	0.0624	0.3179	0.0055
ADNP	NFE2L2	ADNP	NFE2L2	0.0414	0.0216	0.0196	0.0534	0.3355
ADNP	NFKBIB	ADNP	NFKBIB	0.0491	-0.0114	-0.0115	-0.0215	0.6103
ADNP	NUDCD2	ADNP	NUDCD2	0.0401	-0.0039	-0.0027	-0.0143	0.8622
ADNP	NUDT5	ADNP	NUDT5	0.0436	-0.0200	-0.0200	-0.0628	0.3728
ADNP	OGFOD2	ADNP	OGFOD2	0.0568	0.0562	0.0518	0.0793	0.0123
ADNP	OLFM2	ADNP	OLFM2	0.0430	-0.0125	-0.0125	-0.0256	0.5772
ADNP	OSBPL7	ADNP	OSBPL7	0.0422	0.0848	0.0819	0.0803	0.0002
ADNP	PCMTD2	ADNP	PCMTD2	0.0497	-0.0114	-0.0115	-0.0214	0.6103
ADNP	PDZD8	ADNP	PDZD8	0.0418	-0.0039	-0.0039	-0.0025	0.8617
ADNP	PEX5	ADNP	PEX5	0.0581	-0.0082	-0.0083	-0.0112	0.7135
ADNP	PIGX	ADNP	PIGX	0.0458	0.0705	0.0714	0.1396	0.0017
ADNP	PIN4	ADNP	PIN4	0.0462	0.0231	0.0248	0.0816	0.3036
ADNP	POLK	ADNP	POLK	0.0501	-0.0055	-0.0056	-0.0050	0.8052
ADNP	PRAF2	ADNP	PRAF2	0.0446	-0.0208	-0.0208	-0.0673	0.3548
ADNP	PSMD3	ADNP	PSMD3	0.0420	0.0091	0.0114	0.0254	0.6845
ADNP	PTPN11	ADNP	PTPN11	0.0446	-0.0058	-0.0058	-0.0055	0.7958
ADNP	RLTPR	ADNP	RLTPR	0.0460	-0.0061	-0.0061	-0.0062	0.7869
ADNP	RP11-112J3.16	ADNP	RP11-112J3.16	0.0466	-0.0066	-0.0066	-0.0071	0.7701
ADNP	RP11-345P4.9	ADNP	RP11-345P4.9	0.0507	-0.0079	-0.0079	-0.0102	0.7265
ADNP	RP11-356I2.4	ADNP	RP11-356I2.4	0.0448	-0.0070	-0.0070	-0.0080	0.7547
ADNP	RP11-505K9.1	ADNP	RP11-505K9.1	0.0435	-0.0058	-0.0058	-0.0056	0.7961
ADNP	RPL10A	ADNP	RPL10A	0.0406	-0.0153	-0.0215	-0.0125	0.4945
ADNP	RRAS2	ADNP	RRAS2	0.0398	-0.0055	-0.0056	-0.0050	0.8051
ADNP	RWDD2B	ADNP	RWDD2B	0.0442	-0.0058	-0.0058	-0.0056	0.7959
ADNP	SLC25A37	ADNP	SLC25A37	0.0425	-0.0090	-0.0090	-0.0134	0.6896
ADNP	SLMO2	ADNP	SLMO2	0.0509	-0.0174	-0.0174	-0.0480	0.4396
ADNP	SMIM4	ADNP	SMIM4	0.0415	-0.0135	-0.0135	-0.0296	0.5474
ADNP	SMIM8	ADNP	SMIM8	0.0501	-0.0079	-0.0079	-0.0103	0.7264
ADNP	SQLE	ADNP	SQLE	0.0476	-0.0061	-0.0061	-0.0061	0.7869
ADNP	STAC3	ADNP	STAC3	0.0479	-0.0030	-0.0030	-0.0016	0.8926
ADNP	SURF4	ADNP	SURF4	0.0522	-0.0119	-0.0119	-0.0228	0.5974
ADNP	SWI5	ADNP	SWI5	0.0464	-0.0173	-0.0173	-0.0477	0.4421
ADNP	TNPO1	ADNP	TNPO1	0.0450	-0.0081	-0.0081	-0.0107	0.7199
ADNP	TRAF3IP2	ADNP	TRAF3IP2	0.0455	-0.0090	-0.0090	-0.0132	0.6894
ADNP	UBBP4	ADNP	UBBP4	0.0454	-0.0130	-0.0130	-0.0275	0.5622
ADNP	WHSC1L1	ADNP	WHSC1L1	0.0484	0.0061	0.0054	0.0204	0.7843
ADNP	WIBG	ADNP	WIBG	0.0483	-0.0179	-0.0180	-0.0509	0.4248
ADNP	YDJC	ADNP	YDJC	0.0512	0.0377	0.0403	0.1064	0.0930
ADNP	YIPF4	ADNP	YIPF4	0.0418	0.0149	0.0151	0.0392	0.5074
ADNP	ZEB1	ADNP	ZEB1	0.0469	-0.0053	-0.0053	-0.0046	0.8149
ADNP	ZFYVE19	ADNP	ZFYVE19	0.0411	-0.0066	-0.0066	-0.0071	0.7701
AEBP2	ALKBH5	AEBP2	ALKBH5	0.0497	-0.0154	-0.0154	-0.0448	0.4932
AEBP2	ARID4B	AEBP2	ARID4B	0.0374	0.0373	0.0388	0.1321	0.0969
AEBP2	ARID5A	AEBP2	ARID5A	0.0533	0.0177	0.0159	0.0570	0.4309
AEBP2	ARIH1	AEBP2	ARIH1	0.0571	-0.0045	-0.0045	-0.0039	0.8406
AEBP2	ATAD3B	AEBP2	ATAD3B	0.0433	-0.0058	-0.0058	-0.0066	0.7973
AEBP2	ATP2B4	AEBP2	ATP2B4	0.0572	-0.0048	-0.0048	-0.0045	0.8310
AEBP2	BAZ2A	AEBP2	BAZ2A	0.0415	-0.0088	-0.0088	-0.0152	0.6951
AEBP2	BCAS2	AEBP2	BCAS2	0.0410	0.0058	0.0055	0.0224	0.7948
AEBP2	BEST1	AEBP2	BEST1	0.0481	-0.0051	-0.0051	-0.0051	0.8218
AEBP2	BTN2A2	AEBP2	BTN2A2	0.0432	-0.0042	-0.0042	-0.0036	0.8506
AEBP2	C18orf21	AEBP2	C18orf21	0.0484	-0.0098	-0.0098	-0.0188	0.6629
AEBP2	CAST	AEBP2	CAST	0.0445	-0.0106	-0.0106	-0.0215	0.6379
AEBP2	CDK4	AEBP2	CDK4	0.0518	0.0055	0.0052	0.0213	0.8053
AEBP2	CHMP2B	AEBP2	CHMP2B	0.0507	-0.0149	-0.0150	-0.0426	0.5061
AEBP2	COPS2	AEBP2	COPS2	0.0374	0.0254	0.0302	0.0590	0.2586
AEBP2	CRYL1	AEBP2	CRYL1	0.0430	-0.0108	-0.0108	-0.0229	0.6299
AEBP2	CST3	AEBP2	CST3	0.0590	-0.0016	-0.0016	-0.0005	0.9433
AEBP2	DICER1-AS1	AEBP2	DICER1-AS1	0.0442	-0.0064	-0.0064	-0.0080	0.7756
AEBP2	EFCAB14	AEBP2	EFCAB14	0.0496	0.0543	0.0524	0.0910	0.0155
AEBP2	EMC1	AEBP2	EMC1	0.0461	-0.0042	-0.0042	-0.0036	0.8507
AEBP2	EPS15	AEBP2	EPS15	0.0484	-0.0064	-0.0064	-0.0082	0.7754
AEBP2	FAM126B	AEBP2	FAM126B	0.0380	-0.0082	-0.0082	-0.0129	0.7155
AEBP2	FAM200B	AEBP2	FAM200B	0.0434	0.0866	0.0902	0.3101	0.0001
AEBP2	FAM65B	AEBP2	FAM65B	0.0457	0.0161	0.0160	0.0756	0.4726
AEBP2	GBE1	AEBP2	GBE1	0.0505	-0.0062	-0.0062	-0.0074	0.7825
AEBP2	GCC2	AEBP2	GCC2	0.0474	0.0078	0.0082	0.0293	0.7285
AEBP2	GRB2	AEBP2	GRB2	0.0455	0.0568	0.0544	0.1643	0.0113
AEBP2	GTSF1	AEBP2	GTSF1	0.0507	-0.0062	-0.0062	-0.0076	0.7829
AEBP2	HADHA	AEBP2	HADHA	0.0387	-0.0261	-0.0261	-0.1204	0.2453
AEBP2	HDAC5	AEBP2	HDAC5	0.0482	-0.0115	-0.0116	-0.0255	0.6076
AEBP2	HIRIP3	AEBP2	HIRIP3	0.0416	0.0280	0.0272	0.0702	0.2132
AEBP2	IFNAR1	AEBP2	IFNAR1	0.0486	-0.0108	-0.0108	-0.0229	0.6299
AEBP2	IL12RB1	AEBP2	IL12RB1	0.0471	-0.0106	-0.0106	-0.0215	0.6379
AEBP2	INO80D	AEBP2	INO80D	0.0463	-0.0060	-0.0060	-0.0071	0.7897
AEBP2	KCNAB2	AEBP2	KCNAB2	0.0480	-0.0139	-0.0139	-0.0370	0.5365
AEBP2	KIFAP3	AEBP2	KIFAP3	0.0437	-0.0060	-0.0060	-0.0071	0.7897
AEBP2	KXD1	AEBP2	KXD1	0.0442	0.0206	0.0218	0.0874	0.3585
AEBP2	LINC00863	AEBP2	LINC00863	0.0563	-0.0062	-0.0062	-0.0075	0.7825
AEBP2	LSMD1	AEBP2	LSMD1	0.0487	-0.0045	-0.0034	-0.0195	0.8421
AEBP2	LYSMD2	AEBP2	LYSMD2	0.0426	0.0720	0.0749	0.2303	0.0013
AEBP2	MAGED1	AEBP2	MAGED1	0.0396	-0.0113	-0.0113	-0.0247	0.6147
AEBP2	MIER2	AEBP2	MIER2	0.0477	-0.0066	-0.0066	-0.0085	0.7690
AEBP2	MIR142	AEBP2	MIR142	0.0441	-0.0158	-0.0158	-0.0473	0.4832
AEBP2	OXSM	AEBP2	OXSM	0.0437	0.0565	0.0557	0.0902	0.0118
AEBP2	PAXBP1	AEBP2	PAXBP1	0.0508	-0.0036	-0.0036	-0.0025	0.8737
AEBP2	PDCD4-AS1	AEBP2	PDCD4-AS1	0.0473	-0.0161	-0.0161	-0.0490	0.4733
AEBP2	PDCL	AEBP2	PDCL	0.0413	0.0534	0.0613	0.0763	0.0174
AEBP2	PEX16	AEBP2	PEX16	0.0422	0.0251	0.0252	0.1082	0.2641
AEBP2	PIGS	AEBP2	PIGS	0.0483	-0.0098	-0.0098	-0.0188	0.6629
AEBP2	PIK3CD	AEBP2	PIK3CD	0.0507	-0.0176	-0.0176	-0.0585	0.4328
AEBP2	POLR1D	AEBP2	POLR1D	0.0502	0.0220	0.0244	0.1212	0.3267
AEBP2	PPIB	AEBP2	PPIB	0.0432	-0.0071	-0.0088	-0.0418	0.7507
AEBP2	PPP1R15B	AEBP2	PPP1R15B	0.0465	-0.0064	-0.0064	-0.0084	0.7755
AEBP2	PQLC1	AEBP2	PQLC1	0.0400	-0.0062	-0.0062	-0.0075	0.7825
AEBP2	PROSC	AEBP2	PROSC	0.0492	0.0166	0.0201	0.0462	0.4608
AEBP2	PTK2B	AEBP2	PTK2B	0.0557	0.0195	0.0233	0.0510	0.3852
AEBP2	RBM28	AEBP2	RBM28	0.0417	-0.0068	-0.0068	-0.0092	0.7621
AEBP2	RBM34	AEBP2	RBM34	0.0480	-0.0058	-0.0058	-0.0066	0.7974
AEBP2	RBM43	AEBP2	RBM43	0.0447	-0.0077	-0.0077	-0.0115	0.7319
AEBP2	RDH11	AEBP2	RDH11	0.0598	-0.0123	-0.0123	-0.0295	0.5832
AEBP2	RIC8A	AEBP2	RIC8A	0.0485	0.0211	0.0240	0.0543	0.3478
AEBP2	RP11-1398P2.1	AEBP2	RP11-1398P2.1	0.0473	-0.0092	-0.0093	-0.0166	0.6808
AEBP2	RP11-220I1.1	AEBP2	RP11-220I1.1	0.0548	-0.0114	-0.0114	-0.0253	0.6111
AEBP2	RP11-385F7.1	AEBP2	RP11-385F7.1	0.0445	-0.0048	-0.0048	-0.0044	0.8310
AEBP2	RPL3	AEBP2	RPL3	0.0537	0.0235	0.0400	0.0126	0.2962
AEBP2	RPS19BP1	AEBP2	RPS19BP1	0.0438	-0.0188	-0.0191	-0.1050	0.4022
AEBP2	S100A8	AEBP2	S100A8	0.0421	-0.0016	-0.0016	-0.0005	0.9433
AEBP2	SCNM1	AEBP2	SCNM1	0.0418	0.0081	0.0063	0.0298	0.7182
AEBP2	SDHB	AEBP2	SDHB	0.0470	-0.0219	-0.0219	-0.0875	0.3300
AEBP2	SIRT6	AEBP2	SIRT6	0.0500	-0.0112	-0.0112	-0.0244	0.6186
