source	target	source.symbol	target.symbol	MI	pearson	spearman	slope	p-value
AKNA	RPS6KB1	AKNA	RPS6KB1	0.0422	-0.0220	-0.0220	-0.0079	0.3273
AKNA	RRN3	AKNA	RRN3	0.0460	0.0615	0.0594	0.0258	0.0061
AKNA	RRS1	AKNA	RRS1	0.0474	-0.0177	-0.0177	-0.0140	0.4313
AKNA	SAMD9	AKNA	SAMD9	0.0481	0.0360	0.0396	0.0105	0.1090
AKNA	SBDS	AKNA	SBDS	0.0444	-0.0110	-0.0100	-0.0115	0.6255
AKNA	SCYL3	AKNA	SCYL3	0.0430	0.0485	0.0515	0.0170	0.0308
AKNA	SEL1L3	AKNA	SEL1L3	0.0460	0.0605	0.0586	0.0152	0.0070
AKNA	SEPT6	AKNA	SEPT6	0.0471	0.0081	0.0102	0.0127	0.7168
AKNA	SESN3	AKNA	SESN3	0.0452	0.0137	0.0150	0.0059	0.5412
AKNA	SH2D2A	AKNA	SH2D2A	0.0412	-0.0056	-0.0071	-0.0040	0.8039
AKNA	SLC15A3	AKNA	SLC15A3	0.0473	-0.0098	-0.0098	-0.0016	0.6622
AKNA	SLC27A1	AKNA	SLC27A1	0.0450	-0.0323	-0.0323	-0.0169	0.1508
AKNA	SLC35B3	AKNA	SLC35B3	0.0528	-0.0279	-0.0279	-0.0125	0.2146
AKNA	SLC38A6	AKNA	SLC38A6	0.0423	-0.0170	-0.0170	-0.0048	0.4487
AKNA	SLC7A6	AKNA	SLC7A6	0.0523	-0.0107	-0.0097	-0.0078	0.6326
AKNA	SLCO3A1	AKNA	SLCO3A1	0.0451	-0.0080	-0.0080	-0.0010	0.7214
AKNA	SNRNP35	AKNA	SNRNP35	0.0496	0.0050	0.0053	0.0030	0.8244
AKNA	SP3	AKNA	SP3	0.0460	-0.0254	-0.0255	-0.0107	0.2576
AKNA	STAT5B	AKNA	STAT5B	0.0387	-0.0016	-0.0008	-0.0011	0.9418
AKNA	TACO1	AKNA	TACO1	0.0516	-0.0138	-0.0123	-0.0067	0.5396
AKNA	TIMM22	AKNA	TIMM22	0.0454	0.0192	0.0192	0.0152	0.3934
AKNA	TKT	AKNA	TKT	0.0476	0.0400	0.0395	0.0554	0.0750
AKNA	TOM1L2	AKNA	TOM1L2	0.0451	0.0362	0.0347	0.0192	0.1069
AKNA	TSC22D3	AKNA	TSC22D3	0.0439	0.0026	0.0007	0.0053	0.9069
AKNA	TSPAN33	AKNA	TSPAN33	0.0483	-0.0080	-0.0080	-0.0011	0.7214
AKNA	UBE2E3	AKNA	UBE2E3	0.0413	0.0239	0.0227	0.0232	0.2883
AKNA	UBR4	AKNA	UBR4	0.0491	-0.0108	-0.0104	-0.0049	0.6309
AKNA	USP47	AKNA	USP47	0.0424	-0.0144	-0.0125	-0.0070	0.5217
AKNA	VPS41	AKNA	VPS41	0.0467	0.0201	0.0165	0.0056	0.3713
AKNA	WDR13	AKNA	WDR13	0.0476	-0.0052	-0.0057	-0.0040	0.8180
AKNA	WDR5	AKNA	WDR5	0.0363	-0.0030	-0.0036	-0.0013	0.8942
AKNA	ZMAT5	AKNA	ZMAT5	0.0461	0.0161	0.0150	0.0143	0.4746
AKNA	ZMYM5	AKNA	ZMYM5	0.0482	0.0423	0.0430	0.0126	0.0596
AKNA	ZNF211	AKNA	ZNF211	0.0395	0.0280	0.0288	0.0099	0.2126
AKNA	ZNF317	AKNA	ZNF317	0.0557	0.0155	0.0154	0.0067	0.4904
ANKZF1	ABHD8	ANKZF1	ABHD8	0.0409	0.0161	0.0120	0.0093	0.4729
ANKZF1	ACP2	ANKZF1	ACP2	0.0381	0.0341	0.0322	0.0132	0.1292
ANKZF1	AK2	ANKZF1	AK2	0.0525	-0.0139	-0.0140	-0.0176	0.5358
ANKZF1	AKAP17A	ANKZF1	AKAP17A	0.0442	0.0071	0.0064	0.0066	0.7536
ANKZF1	AP1B1	ANKZF1	AP1B1	0.0482	0.0085	0.0086	0.0051	0.7041
ANKZF1	AP5B1	ANKZF1	AP5B1	0.0349	-0.0139	-0.0139	-0.0061	0.5368
ANKZF1	APBA2	ANKZF1	APBA2	0.0366	0.0282	0.0279	0.0386	0.2096
ANKZF1	ARAF	ANKZF1	ARAF	0.0382	-0.0234	-0.0213	-0.0259	0.2980
ANKZF1	ARID4B	ANKZF1	ARID4B	0.0426	0.0421	0.0435	0.0609	0.0608
ANKZF1	ASCC3	ANKZF1	ASCC3	0.0426	-0.0155	-0.0155	-0.0079	0.4897
ANKZF1	ATRIP	ANKZF1	ATRIP	0.0391	0.0213	0.0191	0.0107	0.3426
ANKZF1	BDP1	ANKZF1	BDP1	0.0476	0.0261	0.0278	0.0234	0.2451
ANKZF1	BTAF1	ANKZF1	BTAF1	0.0437	-0.0106	-0.0106	-0.0035	0.6377
ANKZF1	C12orf23	ANKZF1	C12orf23	0.0517	-0.0308	-0.0309	-0.0300	0.1696
ANKZF1	C19orf48	ANKZF1	C19orf48	0.0419	-0.0183	-0.0172	-0.0237	0.4163
ANKZF1	C2CD2L	ANKZF1	C2CD2L	0.0406	0.0108	0.0141	0.0057	0.6300
ANKZF1	C2orf43	ANKZF1	C2orf43	0.0461	-0.0127	-0.0127	-0.0052	0.5732
ANKZF1	C6orf120	ANKZF1	C6orf120	0.0481	0.0065	0.0102	0.0037	0.7738
ANKZF1	CBR4	ANKZF1	CBR4	0.0537	-0.0048	-0.0054	-0.0040	0.8314
ANKZF1	CCDC107	ANKZF1	CCDC107	0.0470	0.0000	0.0004	0.0000	0.9990
ANKZF1	CD79B	ANKZF1	CD79B	0.0417	0.0035	0.0036	0.0034	0.8765
ANKZF1	CDH23	ANKZF1	CDH23	0.0481	-0.0170	-0.0170	-0.0094	0.4488
ANKZF1	CKAP2	ANKZF1	CKAP2	0.0461	-0.0144	-0.0145	-0.0068	0.5203
ANKZF1	CTD-2368P22.1	ANKZF1	CTD-2368P22.1	0.0487	-0.0106	-0.0106	-0.0036	0.6377
ANKZF1	DHRS12	ANKZF1	DHRS12	0.0491	-0.0149	-0.0143	-0.0144	0.5074
ANKZF1	DPM1	ANKZF1	DPM1	0.0450	-0.0150	-0.0156	-0.0194	0.5046
ANKZF1	EHMT1	ANKZF1	EHMT1	0.0474	-0.0197	-0.0197	-0.0125	0.3812
ANKZF1	EIF4EBP2	ANKZF1	EIF4EBP2	0.0401	0.0177	0.0185	0.0176	0.4295
ANKZF1	ELP4	ANKZF1	ELP4	0.0465	-0.0170	-0.0170	-0.0094	0.4496
ANKZF1	EXOSC1	ANKZF1	EXOSC1	0.0539	0.0311	0.0323	0.0485	0.1657
ANKZF1	FAM102A	ANKZF1	FAM102A	0.0450	-0.0270	-0.0278	-0.0348	0.2300
ANKZF1	FGD3	ANKZF1	FGD3	0.0533	-0.0136	-0.0124	-0.0194	0.5445
ANKZF1	FOXK1	ANKZF1	FOXK1	0.0407	-0.0144	-0.0145	-0.0068	0.5205
ANKZF1	GBF1	ANKZF1	GBF1	0.0406	-0.0160	-0.0161	-0.0082	0.4756
ANKZF1	GIT1	ANKZF1	GIT1	0.0459	-0.0106	-0.0106	-0.0036	0.6375
ANKZF1	GMEB2	ANKZF1	GMEB2	0.0463	0.0316	0.0294	0.0128	0.1598
ANKZF1	GPALPP1	ANKZF1	GPALPP1	0.0435	0.0125	0.0132	0.0069	0.5791
ANKZF1	GRAP2	ANKZF1	GRAP2	0.0465	0.0098	0.0104	0.0156	0.6614
ANKZF1	GSE1	ANKZF1	GSE1	0.0417	-0.0106	-0.0106	-0.0035	0.6377
ANKZF1	HADH	ANKZF1	HADH	0.0450	-0.0147	-0.0158	-0.0152	0.5120
ANKZF1	HNRNPUL1	ANKZF1	HNRNPUL1	0.0426	0.0051	0.0052	0.0069	0.8197
ANKZF1	IDNK	ANKZF1	IDNK	0.0503	0.0000	0.0001	0.0000	0.9997
ANKZF1	IFNGR2	ANKZF1	IFNGR2	0.0468	-0.0277	-0.0277	-0.0245	0.2177
ANKZF1	IFT20	ANKZF1	IFT20	0.0444	0.0003	0.0021	0.0005	0.9883
ANKZF1	ISG20L2	ANKZF1	ISG20L2	0.0425	-0.0075	-0.0077	-0.0064	0.7369
ANKZF1	KDM5B	ANKZF1	KDM5B	0.0487	0.0218	0.0230	0.0098	0.3320
ANKZF1	KIAA0247	ANKZF1	KIAA0247	0.0392	-0.0113	-0.0113	-0.0041	0.6147
ANKZF1	KIF9	ANKZF1	KIF9	0.0438	-0.0138	-0.0139	-0.0063	0.5377
ANKZF1	LEPRE1	ANKZF1	LEPRE1	0.0410	-0.0144	-0.0145	-0.0067	0.5205
ANKZF1	LINC00526	ANKZF1	LINC00526	0.0575	0.0072	0.0083	0.0044	0.7487
ANKZF1	MARCH3	ANKZF1	MARCH3	0.0485	-0.0089	-0.0090	-0.0026	0.6909
ANKZF1	MDM4	ANKZF1	MDM4	0.0406	-0.0064	-0.0059	-0.0053	0.7749
ANKZF1	MOAP1	ANKZF1	MOAP1	0.0470	-0.0233	-0.0240	-0.0340	0.2990
ANKZF1	MPLKIP	ANKZF1	MPLKIP	0.0422	-0.0115	-0.0106	-0.0182	0.6085
ANKZF1	MRPL28	ANKZF1	MRPL28	0.0481	0.0086	0.0094	0.0111	0.7005
ANKZF1	MRPS21	ANKZF1	MRPS21	0.0527	0.0124	0.0142	0.0323	0.5810
ANKZF1	MYNN	ANKZF1	MYNN	0.0438	-0.0184	-0.0184	-0.0111	0.4131
ANKZF1	NAA25	ANKZF1	NAA25	0.0494	0.0478	0.0487	0.0250	0.0333
ANKZF1	NCSTN	ANKZF1	NCSTN	0.0459	0.0965	0.1041	0.0743	0.0000
ANKZF1	NECAP1	ANKZF1	NECAP1	0.0422	-0.0193	-0.0193	-0.0118	0.3914
ANKZF1	NMB	ANKZF1	NMB	0.0428	0.0191	0.0164	0.0100	0.3940
ANKZF1	NSFL1C	ANKZF1	NSFL1C	0.0518	0.0099	0.0096	0.0131	0.6596
ANKZF1	NUDT7	ANKZF1	NUDT7	0.0451	-0.0165	-0.0166	-0.0086	0.4619
ANKZF1	PARP1	ANKZF1	PARP1	0.0466	-0.0072	-0.0074	-0.0111	0.7492
ANKZF1	PGAP2	ANKZF1	PGAP2	0.0492	-0.0300	-0.0301	-0.0284	0.1813
ANKZF1	PIGQ	ANKZF1	PIGQ	0.0472	-0.0179	-0.0180	-0.0103	0.4248
ANKZF1	PPIG	ANKZF1	PPIG	0.0482	-0.0111	-0.0111	-0.0206	0.6219
ANKZF1	PPRC1	ANKZF1	PPRC1	0.0473	-0.0089	-0.0090	-0.0026	0.6906
